"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","%D","ADP","Ros","GP","G","A","A1","A2","PIM","SOG","Shot%","TS%","PPP","Hit","Blk","TOIES","TOIPP","TOISH","Cor","ZS%"
"*02g1e*","Michael Paliotta","NJD","D","5996","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01u4a*","Jarod Palmer","(N/A)","C","5997","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003y8*","Nick Palmieri","(N/A)","RW","5999","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03mpt*","Zach Palmquist","(N/A)","D","6000","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04f88*","Antti Palojarvi","(N/A)","D","6003","FA","26","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03d0o*","Olli Palola","(N/A)","LW,RW","6004","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01cgx*","Aaron Palushaj","(N/A)","RW","6005","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04xmw*","Oula Palve","(N/A)","C","6006","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03a97*","Nathan Pancel","(N/A)","LW","6007","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05ocm*","Jimmy Panos","(N/A)","D","6010","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02o75*","Cedric Paquette","(N/A)","C","6014","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01gk1*","Danick Paquette","(N/A)","RW","6017","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04f8z*","Jacob Paquette","NSH","D","6018","FA","26","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01obo*","Philippe Paradis","(N/A)","C","6019","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003ib*","Adam Pardy","(N/A)","D","6021","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*015pr*","Francis Pare","(N/A)","C","6023","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0043e*","Ryan Parent","(N/A)","D","6025","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03mwj*","Thomas Parisi","(N/A)","D","6029","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*065g2*","John Parker Jones","(N/A)","D","6031","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*048xr*","John Parker","(N/A)","RW","6032","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02fx3*","Jonathan Parker","(N/A)","RW","6033","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*023yu*","Trevor Parkes","SJS","RW","6035","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01zv5*","Michael Parks","(N/A)","RW","6036","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*027ct*","Blake Parlett","(N/A)","D","6038","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01iyo*","Brett Parnham","OTT","C","6039","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004nc*","Scott Parse","(N/A)","LW","6040","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03riu*","Adam Parsells","SJS","D","6041","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01n81*","Denis Parshin","COL","LW,RW","6042","FA","39","@LAK Tue 8:30PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02ug2*","Mika Partanen","(N/A)","LW","6047","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*024dd*","Mihail Pashnin","NYR","D","6049","FA","36","PIT Tue 6:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*061kw*","Vladislav Pashuto","(N/A)","D","6050","FA","21","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*065gw*","Josh Passolt","(N/A)","LW","6055","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03w5o*","Michael Pastujov","(N/A)","LW","6056","FA","26","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04xho*","Brady Pataki","(N/A)","RW","6059","FA","26","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01w86*","Gaelan Patterson","(N/A)","C","6064","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004oh*","Geoff Paukovich","(N/A)","LW","6067","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*031qy*","Matej Paulovic","DAL","LW","6068","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04xud*","Radovan Pavlik","(N/A)","RW","6074","FA","27","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02fsi*","Adam Payerl","(N/A)","C","6076","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02o86*","Cody Payne","DAL","RW","6077","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04w4z*","Robbie Payne","(N/A)","RW","6078","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02yom*","Elgin Pearce","(N/A)","C","6079","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06gyb*","Justin Pearson","CBJ","LW","6083","FA","27","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05xcd*","Kaleb Pearson","(N/A)","RW","6084","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0598i*","Liam Pecararo","FLA","LW","6087","FA","29","CHI Tue 3:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04f6p*","Ryan Peckford","(N/A)","C","6090","FA","26","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004oi*","Theo Peckham","(N/A)","D","6091","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02eg6*","Andrey Pedan","(N/A)","D","6092","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03c6n*","Ruslan Pedan","(N/A)","D","6093","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*031qc*","Brent Pedersen","TBL","LW","6096","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06h97*","Oliver Peer","(N/A)","C,RW","6099","FA","22","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05mwg*","Senna Peeters","(N/A)","RW","6100","FA","23","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003ic*","Matt Pelech","(N/A)","RW,D","6105","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003g4*","Pascal Pelletier","(N/A)","LW","6108","FA","42","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04kyf*","William Pelletier","MTL","LW","6109","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003yd*","Rod Pelley","(N/A)","C","6111","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*070fv*","Rocco Pelosi","(N/A)","C","6113","FA","16","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*005jd*","Derek Peltier","PIT","D","6114","FA","40","@NYR Tue 6:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05rg4*","Ty Pelton-Byce","(N/A)","LW","6115","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01c73*","Anthony Peluso","EDM","RW","6117","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03knh*","Joe Pendenza","NSH","C","6118","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003ql*","Dustin Penner","(N/A)","LW","6119","FA","42","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0056y*","Jeff Penner","(N/A)","D","6120","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03sr4*","Ryan Penny","OTT","LW","6121","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*061ks*","Maks Percic","(N/A)","D","6125","FA","21","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02b3j*","Stuart Percy","(N/A)","D","6126","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05xcc*","Reid Perepeluk","CGY","RW","6127","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*024iz*","Alexander Perezhogin","(N/A)","RW","6130","FA","42","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04l7p*","Stephen Perfetto","(N/A)","C","6131","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0244x*","Nathan Perkovich","NJD","RW","6134","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01zvh*","Brett Perlini","(N/A)","RW","6136","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0044g*","Joel Perrault","(N/A)","C","6137","FA","42","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03eeb*","Francis Perron","(N/A)","LW","6139","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05xyp*","Andrew Perrott","CHI","D","6141","FA","24","@FLA Tue 3:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04ov5*","Carl Persson","(N/A)","C","6144","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*005j9*","Dennis Persson","(N/A)","D","6145","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04yn1*","Henrik Persson","(N/A)","LW","6146","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04meq*","Joel Persson","(N/A)","D","6147","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02fnp*","John Persson","(N/A)","LW","6148","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05x7a*","Andrew Peski","BOS","D","6153","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02muu*","Harri Pesonen","(N/A)","C","6154","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03yei*","Inti Pestoni","(N/A)","RW","6155","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06v3z*","Bogdan Pestretsov","(N/A)","D","6156","FA","18","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0406l*","Alex Petan","(N/A)","RW","6157","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05960*","Jonas Peterek","(N/A)","C","6159","FA","24","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03ebh*","Alex Peters","EDM","D","6160","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02fsx*","Taylor Peters","(N/A)","C","6164","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01mkf*","Nick Petersen","PIT","RW","6166","FA","36","@NYR Tue 6:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*031sl*","Avery Peterson","MIN","C","6167","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02oe1*","Judd Peterson","(N/A)","C","6170","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01s5f*","Andre Petersson","(N/A)","RW","6172","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*038k9*","Matt Petgrave","VAN","D","6173","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*049fr*","William Pethrus","(N/A)","D","6174","FA","27","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003tf*","Richard Petiot","(N/A)","D","6175","FA","43","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0644h*","Dominik Petr","(N/A)","C","6177","FA","20","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01cem*","Nick Petrecki","BUF","D","6178","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*027gz*","Lennart Petrell","(N/A)","C","6179","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06tz7*","Daniil Petrenko","(N/A)","RW","6180","FA","18","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05o4k*","Stas Petrosyan","(N/A)","RW","6181","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01d6b*","Kirill Petrov","(N/A)","RW","6182","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06cfw*","James Petrovski","(N/A)","D","6184","FA","20","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04un2*","Andrew Petrucci","(N/A)","LW","6186","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003ji*","Jakub Petruzalek","(N/A)","C","6187","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*038l9*","Reid Petryk","(N/A)","C","6189","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0248v*","Adam Pettersson","(N/A)","C","6191","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*031sb*","Emil Pettersson","(N/A)","C","6192","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01uw3*","Fredrik Pettersson","(N/A)","LW","6193","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05uxb*","Hugo Pettersson","(N/A)","C,LW","6194","FA","23","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0326v*","Jesper Pettersson","(N/A)","D","6195","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03won*","Niki Petti","(N/A)","C","6200","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03ede*","Kyle Pettit","VAN","C","6201","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05rfq*","Alexander Petunin","(N/A)","C","6202","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05yje*","Leo Pfoderl","(N/A)","LW,RW","6203","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04w50*","James Phelan","(N/A)","LW","6207","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04iwb*","Matthew Philip","(N/A)","C","6208","FA","26","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02b3m*","Zack Phillips","(N/A)","C","6215","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
